10-26 16:01:18 | Main INFO  |  
10-26 16:05:18 | Main INFO  |  -----------NUOVO---MESSAGGIO---RICEVUTO------------
10-26 16:05:18 | Main INFO  |  Nome: Luca
10-26 16:05:18 | Main INFO  |  Cognome: Martinelli
10-26 16:05:18 | Main INFO  |  Username: Martins9696 (115949778)
10-26 16:05:18 | Main INFO  |  Testo: /user
10-26 16:05:18 | Main INFO  |  ---------------------------------------------------
10-26 16:05:18 | Main INFO  |  Thread 0 Partito!
10-26 16:05:25 | Main INFO  |  ---------------------------------------------------
10-26 16:05:25 | Main INFO  |  -----------NUOVO---MESSAGGIO---RICEVUTO------------
10-26 16:05:25 | Main INFO  |  Nome: Luca
10-26 16:05:25 | Main INFO  |  Cognome: Martinelli
10-26 16:05:25 | Main INFO  |  Username: Martins9696 (115949778)
10-26 16:05:25 | Main INFO  |  Testo: Scoiattolo123
10-26 16:05:25 | Main INFO  |  ---------------------------------------------------
10-26 16:05:25 | Main INFO  |  ACCESSO USER CONSENTITO A: Martins9696 - id(115949778)
10-26 16:05:25 | Main INFO  |  Risposta di Ellie a Martins9696 :Hey, ciao Gaia, sono contenta di sentirti 😊 - ricorda che per informazioni sulle tue funzioni da utente devi digitare il comando /userhelp
10-26 16:05:28 | Main INFO  |  ---------------------------------------------------
10-26 16:05:28 | Main INFO  |  -----------NUOVO---MESSAGGIO---RICEVUTO------------
10-26 16:05:28 | Main INFO  |  Nome: Luca
10-26 16:05:28 | Main INFO  |  Cognome: Martinelli
10-26 16:05:28 | Main INFO  |  Username: Martins9696 (115949778)
10-26 16:05:28 | Main INFO  |  Testo: /postino martins prova
10-26 16:05:28 | Main INFO  |  ---------------------------------------------------
10-26 16:05:28 | Main INFO  |  Gaia ha inviato messaggio in modalità USER a: 115949778
10-26 16:05:28 | Main INFO  |  Risposta di Ellie a Martins9696 :Ho inviato il messaggio all'id: 115949778 (martins) 😄
10-26 16:05:59 | Main INFO  |  ---------------------------------------------------
10-26 16:05:59 | Main INFO  |  -----------NUOVO---MESSAGGIO---RICEVUTO------------
10-26 16:05:59 | Main INFO  |  Nome: Luca
10-26 16:05:59 | Main INFO  |  Cognome: Martinelli
10-26 16:05:59 | Main INFO  |  Username: Martins9696 (115949778)
10-26 16:05:59 | Main INFO  |  Testo: /postino mARtiS prova
10-26 16:05:59 | Main INFO  |  ---------------------------------------------------
10-26 16:05:59 | Main INFO  |  Risposta di Ellie a Martins9696 :Errore: perdonami ma non conosco il destinatario, per una lista dei destinatari che conosco digita '/postino help'
10-26 16:06:11 | Main INFO  |  ---------------------------------------------------
10-26 16:06:11 | Main INFO  |  -----------NUOVO---MESSAGGIO---RICEVUTO------------
10-26 16:06:11 | Main INFO  |  Nome: Luca
10-26 16:06:11 | Main INFO  |  Cognome: Martinelli
10-26 16:06:11 | Main INFO  |  Username: Martins9696 (115949778)
10-26 16:06:11 | Main INFO  |  Testo: /postino mARtiNS prova
10-26 16:06:11 | Main INFO  |  ---------------------------------------------------
10-26 16:06:11 | Main INFO  |  Gaia ha inviato messaggio in modalità USER a: 115949778
10-26 16:06:11 | Main INFO  |  Risposta di Ellie a Martins9696 :Ho inviato il messaggio all'id: 115949778 (martins) 😄
